x,y
0.826999,0.093799
0.763056,0.186397
0.863263,0.041810
0.979135,0.173575
0.970448,0.169909
0.961210,0.064295
0.920113,0.021299
0.940693,0.088796
0.946676,0.000000
0.710375,0.205182
0.809885,0.164797
0.931712,0.299257
0.891417,0.036346
0.916231,0.028681
1.010288,0.066493
0.819467,0.165632
0.976567,0.182198
0.859906,0.084549
0.711537,0.020139
0.696480,0.072901
1.035659,0.000000
0.923608,0.011022
0.746646,0.383538
0.803180,0.184797
0.947024,0.046748
1.048657,0.103262
0.748442,0.382737
0.956214,0.045965
0.792016,0.016054
0.850945,0.018257
0.701296,0.077931
0.773318,0.229679
0.949103,0.038735
0.839395,0.062644
0.775969,0.315143
0.897452,0.232493
0.764666,0.092370
0.908281,0.055925
0.738621,0.057196
0.885366,0.145443
0.864787,0.132996
0.863957,0.109424
0.876486,0.095607
0.570222,0.050607
0.949028,0.151425
0.987452,0.209019
0.958023,0.115035
0.948325,0.057738
0.896957,0.128493
0.623638,0.000000
0.775907,0.148232
0.774477,0.127729
0.846704,0.082771
0.756047,0.018865
0.851562,0.206681
0.782242,0.211067
0.853893,0.109599
0.928325,0.001604
0.892327,0.142922
1.091059,0.095077
0.831843,0.217637
0.816462,0.218862
0.702799,0.100061
0.741387,0.072533
0.883726,0.200568
0.852413,0.154320
0.912728,0.066757
0.846953,0.032911
0.842891,0.134455
0.673028,0.035305
0.859490,0.142329
0.990740,0.020832
0.574604,0.346818
0.792755,0.114160
0.812888,0.241387
0.902495,0.251385
0.824535,0.036334
0.742651,0.348449
0.789543,0.235608
0.703256,0.046409
0.946832,0.155258
0.991762,0.081807
0.749268,0.434921
0.955383,0.109885
0.816167,0.360875
0.935622,0.097664
0.808103,0.112494
0.695676,0.244454
0.752989,0.107986
1.001675,0.097611
0.858742,0.122416
0.934734,0.207616
0.843893,0.013018
0.818988,0.162530
0.888939,0.006201
0.902363,0.116847
0.853879,0.052250
0.815635,0.055365
0.690078,0.125484
0.952550,0.078465
0.834705,0.150511
0.986644,0.011330
1.019894,0.079810
0.926973,0.171277
0.829230,0.109848
0.755024,0.055752
0.915019,0.050548
0.738201,0.081543
0.966200,0.054413
0.878279,0.143091
0.723781,0.124868
0.878159,0.090491
0.984349,0.109795
0.815832,0.162164
0.751409,0.022791
0.867078,0.161962
0.721304,0.183955
0.839862,0.113031
0.834626,0.010462
0.774798,0.094243
0.552492,0.290255
0.893126,0.029893
0.842502,0.000000
0.994568,0.008060
1.067267,0.049570
0.960445,0.026746
0.892391,0.030501
0.940613,0.207374
0.868642,0.029546
0.684496,0.097941
0.802486,0.208550
0.745780,0.310375
0.748584,0.232688
0.782077,0.009808
0.917485,0.067128
0.800464,0.139948
0.640571,0.141752
0.742145,0.218584
0.746820,0.122022
0.873294,0.300040
0.846202,0.286610
0.810820,0.173783
0.869027,0.250093
0.702327,0.096413
0.823865,0.127829
0.867999,0.119718
0.727673,0.310000
0.809431,0.043966
0.804726,0.133567
0.896227,0.077953
1.021351,0.000000
0.492283,0.201228
0.839546,0.424876
0.858737,0.216384
0.930514,0.081659
0.883847,0.126687
0.700245,0.212024
0.935011,0.120605
0.560422,0.372304
0.799169,0.280205
0.826111,0.186986
0.913907,0.081070
0.792554,0.419873
0.772897,0.329595
0.814404,0.066582
0.737447,0.152544
0.574331,0.519525
0.778863,0.059177
0.827828,0.137469
0.866153,0.150152
0.589423,0.477213
0.794268,0.182260
0.654033,0.271492
0.831880,0.222156
0.854512,0.023925
0.898740,0.124371
0.865549,0.105397
0.998584,0.010265
0.610176,0.010902
0.634223,0.317412
0.889960,0.029139
0.764850,0.067728
0.840590,0.101543
0.913026,0.307825
0.833691,0.031727
0.811966,0.019466
0.988568,0.226856
0.843412,0.005238
0.922529,0.116261
0.557874,0.370658
0.918598,0.150652
0.926189,0.109704
0.536250,0.000000
0.885362,0.250351
0.930561,0.009324
0.452139,0.307369
0.925332,0.045382
0.856024,0.089069
0.771404,0.156505
0.855403,0.010324
0.994234,0.202510
0.836106,0.011472
0.945338,0.116002
0.716784,0.316336
0.604802,0.329558
0.588996,0.373711
0.656708,0.294280
0.867980,0.014970
1.016705,0.148212
0.843095,0.187408
0.719658,0.210917
0.881846,0.138801
0.723482,0.096978
0.242635,0.017269
0.785430,0.173687
0.908058,0.004124
0.835072,0.010266
0.485474,0.080871
0.910960,0.080218
0.689192,0.036343
0.916419,0.017486
0.887448,0.074073
1.002629,0.055740
0.980714,0.063977
0.930661,0.060707
0.718318,0.309406
0.826472,0.043788
0.600710,0.273241
0.792218,0.020589
0.906430,0.177353
0.821913,0.344902
0.842505,0.088811
0.895312,0.209361
0.802912,0.124257
0.560601,0.529102
0.618747,0.188550
0.772355,0.239542
0.930047,0.073420
0.962486,0.057947
0.167886,0.566455
0.688090,0.330892
0.654301,0.004622
1.022430,0.006629
0.954947,0.016760
0.686328,0.121406
0.900203,0.137045
0.419323,0.337777
0.893310,0.095017
0.897274,0.062961
0.856680,0.089834
0.903501,0.020855
0.625648,0.186677
0.921241,0.021020
0.942259,0.034618
0.922774,0.021930
0.837001,0.106409
1.019573,0.009360
0.969104,0.113395
0.824802,0.133418
1.005724,0.083964
0.853721,0.115735
0.887404,0.076808
0.766866,0.134599
0.824755,0.037870
0.963422,0.068342
0.634602,0.193335
0.783164,0.090292
0.820106,0.282356
0.861771,0.000000
0.811474,0.046534
0.604322,0.009228
0.622665,0.507191
0.653987,0.087862
0.871403,0.067482
0.706495,0.050251
0.947820,0.000000
0.944166,0.086315
0.900873,0.038282
0.968501,0.121320
0.764979,0.058919
0.891330,0.314788
0.737779,0.493180
0.727875,0.290983
0.811205,0.110657
0.886340,0.016878
0.711616,0.107185
0.657865,0.090615
0.871106,0.054692
0.790447,0.134796
0.755024,0.038318
1.046686,0.079306
0.917123,0.031467
0.829712,0.059848
0.915860,0.028603
0.915219,0.091470
0.931307,0.000000
1.005449,0.067512
1.020416,0.037527
1.008660,0.088337
1.047270,0.028701
0.467912,0.515995
0.923224,0.168010
0.819430,0.030887
0.852664,0.157831
0.783011,0.138781
0.879080,0.000015
0.709415,0.118394
1.004514,0.091026
0.954407,0.112285
0.934034,0.171079
0.822371,0.003514
0.806897,0.077767
0.894529,0.092319
0.777677,0.327076
0.631234,0.207124
0.962462,0.159228
0.837023,0.006576
0.836157,0.088399
0.650595,0.193652
0.858527,0.333209
0.732330,0.202375
0.859873,0.171923
0.531225,0.467147
0.789172,0.216221
0.862036,0.156209
0.687680,0.406008
0.941767,0.069687
0.883345,0.189705
0.920365,0.076335
0.795687,0.047566
0.758341,0.126387
0.999164,0.011042
0.634192,0.052656
0.823470,0.084851
0.952586,0.080101
0.825760,0.120830
0.702415,0.076908
0.826086,0.027115
0.780380,0.378886
0.773450,0.058780
0.933537,0.017653
0.772784,0.032792
0.638697,0.228108
0.731027,0.354863
0.708074,0.014799
0.620612,0.013372
0.930548,0.059041
0.720079,0.081755
0.942395,0.027808
0.834911,0.078059
0.958267,0.067094
0.892757,0.207931
0.863836,0.226396
0.736508,0.150222
0.863543,0.088164
0.262693,0.624765
0.909432,0.056755
0.838186,0.185755
0.831983,0.120970
0.891654,0.013075
0.916567,0.118004
0.691819,0.057362
0.997325,0.061099
0.991320,0.061661
0.965837,0.021135
0.726417,0.124701
0.798106,0.087934
0.767683,0.027661
1.025443,0.053241
0.799589,0.022294
0.911921,0.153177
0.872704,0.058439
0.809510,0.000000
0.798520,0.090370
0.430242,0.565773
0.802448,0.066382
0.997191,0.038448
0.658474,0.223751
0.845834,0.055131
0.626010,0.309876
0.838981,0.020393
0.870738,0.097152
0.784466,0.400211
0.876090,0.085036
0.803597,0.221518
0.821650,0.000000
0.737371,0.092922
0.891816,0.368811
0.756703,0.017499
0.893951,0.075004
0.484069,0.349897
0.976394,0.016954
0.770939,0.151144
0.855949,0.045207
0.911687,0.062344
0.735096,0.224627
0.944774,0.185279
0.564515,0.117561
0.922440,0.028101
0.892071,0.195756
0.866960,0.081278
0.782399,0.150117
0.388998,0.195553
0.996290,0.031534
0.944506,0.014113
0.717988,0.254605
0.788555,0.095238
0.950954,0.123909
0.821064,0.094654
0.879056,0.082031
0.712937,0.396068
0.681523,0.343952
0.940827,0.078905
1.006266,0.000000
0.699400,0.311677
0.860319,0.077775
0.835419,0.024029
0.615331,0.096318
0.605649,0.045891
0.651549,0.244713
0.851793,0.038503
0.758868,0.123517
0.910968,0.017246
0.871890,0.319037
0.891293,0.074255
0.596111,0.126068
0.744552,0.169960
0.776493,0.195116
0.586468,0.128069
0.812049,0.100493
0.968392,0.047006
0.976782,0.015585
0.931147,0.133288
0.994664,0.241060
0.904681,0.262278
0.908771,0.125403
0.655478,0.433116
0.797524,0.192349
0.766329,0.214720
0.747375,0.165308
0.733177,0.116546
0.832782,0.108337
0.706133,0.086365
0.859899,0.377059
0.728305,0.010150
0.741704,0.345808
0.567715,0.221082
0.997853,0.084159
0.864004,0.178473
0.878057,0.021555
0.901540,0.044276
0.870985,0.048597
0.573561,0.566190
0.897665,0.223849
0.925895,0.018789
0.839929,0.167765
0.746470,0.064625
0.599129,0.182308
1.005506,0.047631
0.928704,0.147958
0.662209,0.018379
0.730775,0.035372
0.859651,0.128184
0.925463,0.148786
0.810488,0.160144
0.875790,0.220104
0.807498,0.019193
0.720291,0.000000
0.730932,0.258186
0.820887,0.173902
0.861988,0.062551
0.764752,0.237570
0.846334,0.142171
1.001741,0.069558
0.736917,0.235725
0.927966,0.085210
0.789873,0.075078
0.833062,0.167151
0.665955,0.108997
0.342600,0.291727
0.840344,0.012679
0.933030,0.241303
0.941221,0.108446
0.903925,0.055029
0.853599,0.181036
0.866579,0.096457
0.724533,0.235641
0.741349,0.108704
0.939705,0.000000
0.812097,0.039708
0.676732,0.248487
0.930593,0.072730
0.816354,0.143652
0.776049,0.120718
0.487775,0.336520
0.931001,0.014470
0.800037,0.038416
0.832304,0.184580
0.706911,0.004251
0.756238,0.037977
0.763212,0.069400
0.926120,0.117467
0.913355,0.148980
0.767612,0.251027
0.834654,0.265486
1.015724,0.000000
0.812630,0.079763
0.899329,0.018798
0.792579,0.067290
0.836357,0.037888
0.898970,0.023834
0.824384,0.086719
0.918823,0.041094
0.806703,0.195751
0.978614,0.091822
0.766441,0.069958
0.800074,0.199379
0.997401,0.061691
0.317009,0.469374
0.560685,0.212012
0.934286,0.061014
0.415633,0.386239
0.954771,0.017036
0.819830,0.138929
0.950659,0.167605
0.875799,0.106884
0.758135,0.108995
0.710472,0.340768
0.843589,0.011335
1.095735,0.020810
1.030008,0.083787
1.016154,0.067454
0.907014,0.164267
0.878233,0.049624
1.047920,0.083425
0.737688,0.150178
0.965089,0.003618
0.900891,0.165445
0.972254,0.087209
0.920269,0.122526
0.592253,0.337225
0.925466,0.026461
0.833643,0.046363
0.781420,0.092328
0.812001,0.137872
1.004811,0.107377
1.019350,0.133928
0.812731,0.090827
0.809378,0.105389
1.003444,0.060516
1.014982,0.008349
0.809002,0.020090
0.853334,0.030129
0.971750,0.034885
0.830593,0.023044
0.937640,0.095606
0.858756,0.194271
0.886199,0.045517
0.910190,0.010737
0.962072,0.062456
0.771883,0.281009
0.839996,0.259074
0.836054,0.139715
0.809398,0.190099
0.696106,0.327604
0.948994,0.065020
0.933841,0.135220
0.736766,0.012910
0.913059,0.051677
0.921206,0.120537
0.923106,0.045319
0.758608,0.013687
0.639131,0.076543
0.982108,0.029836
0.513748,0.129321
0.814142,0.066823
0.946797,0.193589
0.725089,0.151567
0.870762,0.000000
0.923749,0.171781
0.857655,0.073004
0.813474,0.000676
0.802170,0.215980
0.904329,0.137210
0.816368,0.028382
0.952863,0.000000
0.920592,0.002159
0.883746,0.334571
0.883048,0.021434
0.857249,0.125376
0.910761,0.073154
0.875293,0.106529
0.985242,0.019732
0.757789,0.084398
0.727577,0.095340
0.820046,0.126045
0.803750,0.010853
0.685142,0.121238
0.789433,0.196504
0.588669,0.325846
0.620000,0.071905
0.995671,0.031393
0.966902,0.004633
0.755203,0.063236
0.753548,0.142644
0.962841,0.098217
0.956510,0.241068
0.683133,0.183583
0.643982,0.182912
0.664609,0.217098
0.513374,0.183800
1.081669,0.033751
0.376763,0.271396
0.720101,0.034482
0.961807,0.079701
0.875698,0.115178
0.885464,0.047866
0.729568,0.163969
0.794274,0.147696
0.844323,0.231175
0.894394,0.042333
0.656673,0.009572
0.792585,0.172476
0.956324,0.152549
0.860980,0.057611
0.551565,0.282289
0.948243,0.024956
1.006853,0.036662
0.962100,0.097112
0.875265,0.115203
0.774762,0.223549
0.879471,0.016569
0.752052,0.145277
0.900219,0.049864
0.791108,0.035471
0.938672,0.001123
0.767968,0.061212
0.825235,0.023292
0.686628,0.227725
0.915096,0.018572
1.010540,0.032771
0.670454,0.136536
0.799955,0.227815
0.794526,0.181694
0.955115,0.035720
0.780299,0.000000
0.814593,0.027475
1.020665,0.022895
0.823789,0.000000
0.902446,0.043013
0.504407,0.293819
0.759792,0.344506
0.696245,0.022414
1.060844,0.027446
0.704713,0.185574
0.970978,0.044961
0.984030,0.129769
0.778276,0.150467
0.905455,0.103869
0.903747,0.058208
0.857677,0.074853
0.814758,0.021422
0.967809,0.187158
0.900514,0.053775
0.550185,0.372444
0.655187,0.076602
1.017309,0.111683
0.939206,0.230575
0.795928,0.027441
0.961608,0.145455
0.657022,0.071949
0.707082,0.059788
0.562803,0.288386
0.760268,0.084846
0.999992,0.089865
0.928612,0.220261
0.854078,0.272922
1.008062,0.000000
0.695030,0.175632
0.450686,0.318574
1.023570,0.007930
0.995071,0.008734
0.992397,0.039652
0.768437,0.178215
1.043351,0.061742
0.769961,0.011509
0.836789,0.230339
0.775020,0.199725
0.831498,0.103638
0.757212,0.198109
0.737120,0.245411
1.033035,0.003702
0.843519,0.066798
0.838949,0.237268
0.871747,0.021029
0.822209,0.320260
0.718108,0.259105
0.895757,0.380033
0.923994,0.026828
1.003039,0.157002
0.831495,0.183396
0.677178,0.265899
0.978085,0.063912
0.936295,0.056354
0.648389,0.244267
0.811232,0.063287
1.035275,0.161520
0.795744,0.103162
0.731284,0.014427
0.948805,0.164844
0.784560,0.049721
0.984981,0.013445
0.724907,0.104973
0.795777,0.123607
0.737519,0.407918
0.429013,0.321885
0.984125,0.030613
0.808799,0.175817
0.662698,0.231312
0.729684,0.088286
0.957323,0.018375
0.813847,0.194349
0.895307,0.056003
0.870672,0.175514
0.887761,0.088194
0.955243,0.048521
0.978004,0.071793
0.935746,0.034207
0.956362,0.000000
0.924720,0.229554
0.739213,0.322407
0.776174,0.078499
0.960945,0.009767
0.898974,0.035257
0.930528,0.033572
0.664318,0.240157
0.725621,0.054885
0.829228,0.455646
0.818491,0.063953
0.808550,0.140730
0.731169,0.128938
0.828081,0.002522
0.885953,0.068629
0.921679,0.193746
0.790172,0.073393
0.833043,0.030673
0.712627,0.416855
0.753645,0.128568
0.915069,0.258222
0.566789,0.408357
0.765094,0.064151
0.606967,0.165865
1.077405,0.013626
0.918278,0.161251
0.859150,0.052665
0.789280,0.071878
0.789963,0.008410
0.910207,0.035431
0.905329,0.244545
0.613477,0.072627
0.861992,0.023249
0.301389,0.504249
0.880415,0.121369
0.832044,0.013056
0.270951,0.421939
0.731763,0.255185
0.857915,0.107132
0.941952,0.002953
0.885196,0.200163
0.767300,0.283305
0.801940,0.022708
1.082688,0.042692
0.827687,0.149684
0.549493,0.000000
0.823564,0.095013
0.914198,0.003544
0.522344,0.127941
0.911887,0.027003
0.986559,0.055861
0.885363,0.216743
0.857320,0.111305
0.827128,0.295253
1.020382,0.035842
0.882194,0.071049
0.902559,0.105396
0.820620,0.162110
0.672058,0.167225
0.274783,0.464380
0.832040,0.206911
0.934464,0.000000
0.801484,0.254940
0.695555,0.162231
0.774449,0.145298
0.682177,0.041119
0.851642,0.095520
0.837529,0.000000
0.522230,0.250776
0.660345,0.036175
0.820566,0.069914
0.849638,0.020135
0.766312,0.320577
0.850980,0.318429
0.866289,0.015730
0.158830,0.396116
0.544725,0.291916
0.896060,0.023913
0.902416,0.090527
0.732274,0.052154
0.588368,0.524763
0.793141,0.314997
0.914549,0.019804
0.624995,0.312443
0.536690,0.224862
0.725917,0.436208
0.778894,0.293693
0.740270,0.131340
0.924374,0.032687
0.983408,0.008823
0.779437,0.318265
0.701050,0.010796
0.851814,0.176355
0.855294,0.112260
0.770826,0.112607
0.996496,0.152615
0.759627,0.030519
0.790806,0.013603
0.824471,0.228972
0.875457,0.097106
0.905421,0.002221
0.944224,0.002203
0.835492,0.089597
0.567129,0.289849
0.732743,0.118306
1.002008,0.120457
0.705399,0.083395
0.797481,0.000000
0.776202,0.310745
0.890336,0.093461
0.903590,0.055403
0.913874,0.225098
0.681141,0.034239
1.001180,0.115026
0.836023,0.086629
0.928551,0.060352
0.841092,0.090512
0.919295,0.102519
0.221568,0.266158
0.826434,0.263042
0.670823,0.023718
0.698161,0.061659
0.785025,0.052747
0.939138,0.080785
0.906821,0.152027
0.892596,0.112932
0.843754,0.344992
0.815814,0.275201
0.803221,0.296289
0.703412,0.188914
0.883781,0.016550
0.855237,0.177886
0.782407,0.124564
0.898879,0.138472
0.730520,0.095142
0.989622,0.069030
0.850675,0.237583
0.834876,0.260486
0.808944,0.069793
0.983363,0.073453
0.917194,0.000000
0.869925,0.006006
0.834612,0.006691
0.751582,0.128069
0.848674,0.228180
0.527796,0.335672
0.867251,0.114789
0.494135,0.124797
0.777171,0.021093
0.753863,0.185817
0.833171,0.182192
0.704986,0.496237
0.997118,0.234777
0.587657,0.235093
0.764920,0.259536
0.980289,0.154650
0.824950,0.089289
0.860969,0.128694
0.899976,0.170469
0.738761,0.104517
0.826626,0.176109
0.831658,0.042295
0.726836,0.179189
0.901630,0.052674
0.928605,0.151440
0.757099,0.031465
0.976982,0.029192
0.950629,0.075414
0.951449,0.224299
0.848651,0.014463
0.735009,0.143506
0.836664,0.246399
0.929880,0.027847
0.989011,0.025297
0.855828,0.044092
0.942659,0.210059
1.023485,0.177039
0.866190,0.004863
0.940065,0.010408
0.725412,0.140032
0.913769,0.176780
0.814988,0.248826
0.735718,0.157634
0.885420,0.267244
0.831892,0.147739
0.718914,0.238182
0.878127,0.060649
0.826624,0.112314
0.908455,0.226018
0.860367,0.140893
0.770319,0.057713
0.725561,0.072253
0.610796,0.483671
0.695946,0.137246
0.745279,0.183792
0.748228,0.213611
0.786103,0.085149
0.965874,0.183857
0.962192,0.166099
0.810397,0.001251
0.799812,0.369018
0.733720,0.216609
0.723610,0.162038
0.861241,0.328922
0.818333,0.142122
1.003643,0.022911
0.818811,0.265503
0.853514,0.153450
0.766649,0.325958
0.701937,0.057580
0.771168,0.069470
0.739092,0.148890
0.873371,0.044704
0.872110,0.162791
0.868831,0.126336
0.810433,0.060610
0.999308,0.037351
0.901872,0.091508
0.723659,0.044857
0.875634,0.009927
1.006949,0.030737
0.887156,0.068460
0.929724,0.011916
0.901265,0.128190
0.753333,0.302850
0.873580,0.130101
0.839505,0.019346
0.355445,0.661541
0.944360,0.100286
1.061711,0.127736
0.985003,0.158116
0.875068,0.041429
0.654199,0.270123
1.012416,0.203750
0.850368,0.000000
0.820321,0.053626
0.498875,0.461745
0.698046,0.133470
0.739037,0.124387
0.928472,0.112931
0.936493,0.109129
0.680388,0.080349
0.721582,0.095390
0.556953,0.539630
0.715423,0.227518
0.591756,0.277590
0.755832,0.117004
1.040406,0.041264
0.543441,0.491369
0.923491,0.183792
0.606001,0.298774
1.051388,0.092133
0.690452,0.171338
0.645289,0.229731
0.698818,0.058581
0.789898,0.047684
0.876885,0.007492
0.835972,0.177634
0.766106,0.248735
0.526938,0.224668
0.842353,0.048652
0.646360,0.123040
0.837382,0.050720
0.965686,0.128031
0.923552,0.137065
0.653220,0.123812
0.757840,0.166878
0.892208,0.043093
0.978832,0.191889
0.755562,0.139786
0.747345,0.223962
0.637439,0.133652
0.758054,0.218324
0.726985,0.544491
0.580186,0.059672
0.947176,0.069960
0.872035,0.166094
0.932060,0.124376
0.831211,0.000000
0.761476,0.375609
0.724835,0.253305
0.763227,0.047786
1.027384,0.032393
0.829201,0.032619
0.727890,0.210529
0.804718,0.090588
0.779068,0.208145
0.616075,0.318227
0.865294,0.120840
0.750926,0.138958
0.710725,0.150181
0.810319,0.121907
1.001886,0.054669
1.005204,0.029059
0.926995,0.033183
0.979676,0.256759
0.746971,0.048029
0.826834,0.082171
0.406124,0.539584
0.966758,0.072511
0.820913,0.044703
0.683680,0.163614
0.768302,0.030427
0.987432,0.003967
0.773963,0.074762
0.678156,0.267183
0.993663,0.052304
0.888533,0.037722
0.917343,0.020588
0.821710,0.056639
0.878739,0.072418
0.911521,0.137464
0.798705,0.082367
0.423913,0.174495
0.760594,0.056868
0.878904,0.047559
0.896609,0.259547
0.776600,0.083956
0.885397,0.044952
0.777970,0.190384
0.982753,0.102398
0.818810,0.209135
0.920826,0.057314
0.716654,0.211433
0.940572,0.089872
0.960658,0.069008
0.621837,0.118159
0.284468,0.000000
0.751407,0.099024
0.875660,0.038676
0.980864,0.000000
0.947065,0.179625
0.789741,0.073369
0.768442,0.017522
0.927885,0.095498
0.742308,0.117491
0.434488,0.187130
0.891059,0.205501
0.945608,0.057689
0.801825,0.020875
0.920239,0.053449
0.849290,0.171247
0.799581,0.037642
0.852789,0.130608
0.860575,0.017768
0.714278,0.206558
0.834688,0.005929
1.011324,0.106234
0.965134,0.166861
0.757894,0.046276
0.935367,0.070808
0.978447,0.017516
0.899595,0.212933
0.576630,0.416662
0.902839,0.129624
0.907223,0.001414
0.895039,0.061929
0.702761,0.024867
0.999659,0.158682
0.753282,0.200859
0.885295,0.113447
0.866929,0.087360
0.605460,0.156902
0.878611,0.227366
0.951404,0.044837
0.939415,0.130571
0.938753,0.150647
0.794929,0.031829
0.865600,0.181937
0.733825,0.234966
0.952781,0.000000
0.802334,0.125464
0.780142,0.327853
0.838933,0.140669
0.877164,0.153831
0.966578,0.003059
0.850578,0.194079
0.864227,0.080974
0.951330,0.004762
0.917156,0.173295
0.951124,0.100301
0.889242,0.063740
0.963897,0.021846
0.887237,0.010898
0.902801,0.128182
0.587839,0.435303
0.762493,0.014685
0.634902,0.049551
0.755386,0.095334
0.746440,0.243631
0.841439,0.133484
0.860216,0.187214
0.950879,0.016474
0.837846,0.012546
0.963019,0.011141
0.807597,0.368803
0.981516,0.014846
0.957938,0.018006
0.834715,0.088261
0.603805,0.033685
0.925028,0.015148
0.753703,0.154064
0.949625,0.034470
0.616364,0.456664
0.812242,0.043881
0.843756,0.096215
0.777664,0.092943
0.833446,0.154119
0.935648,0.206939
0.486122,0.263058
0.871838,0.311455
0.808147,0.051176
0.909939,0.033828
0.896263,0.123572
0.897905,0.085712
0.790192,0.196992
0.774926,0.315945
0.632906,0.137191
0.875743,0.048378
0.933195,0.155581
0.907188,0.236637
0.887561,0.089572
0.679295,0.186838
0.956425,0.007815
0.980777,0.001742
0.852326,0.002520
0.968262,0.129457
0.996706,0.126020
0.611808,0.143429
0.769298,0.161472
0.772701,0.111521
0.863728,0.072060
0.890707,0.172398
0.775323,0.039415
0.679299,0.054672
0.765429,0.154475
0.453670,0.275072
0.815078,0.000000
0.951412,0.000000
1.008758,0.053255
1.001310,0.034837
0.864503,0.181546
0.870337,0.146787
0.913978,0.142696
0.915992,0.156451
0.957475,0.126948
0.866867,0.020748
0.831678,0.127018
0.646471,0.254493
0.642960,0.038641
1.028361,0.000000
0.955941,0.052212
0.817524,0.063436
0.999264,0.000000
0.842563,0.167334
0.921792,0.151233
0.581265,0.308608
0.317912,0.396587
0.696333,0.272413
0.847620,0.007974
0.883779,0.031574
0.923518,0.331531
0.943656,0.126749
0.935563,0.109817
0.835246,0.081073
0.598021,0.188163
0.378781,0.502564
0.904426,0.033158
0.533829,0.083222
1.045665,0.001392
0.817597,0.184724
0.913136,0.036814
0.400419,0.405860
0.931831,0.205403
0.808198,0.155270
0.893714,0.074062
1.008980,0.111730
0.962295,0.055861
0.839478,0.187564
0.849256,0.117095
